customerid,gender,ever_married,age,graduated,profession,work_experience,spending_score,family_size,var_1,category
461260,Male,No,20,No,Marketing,1,Low,3,0,3
463632,Male,Yes,30,Yes,Artist,0,Average,2,1,2
460047,Male,No,41,Yes,Entertainment,8,Low,2,1,0
460378,Female,No,40,Yes,Doctor,1,Low,1,1,0
464758,Female,Yes,47,No,Engineer,1,Average,4,0,1
460931,Male,Yes,40,Yes,Entertainment,2,Average,5,1,0
463240,Female,Yes,53,No,Engineer,0,Average,3,1,0
459698,Male,Yes,60,Yes,Artist,1,Low,2,1,0
461598,Female,No,27,Yes,Artist,8,Low,1,1,0
465979,Male,Yes,43,Yes,Artist,2,Low,2,1,1
463974,Female,No,33,Yes,Homemaker,7,Low,3,5,2
466231,Male,Yes,56,Yes,Entertainment,0,Average,2,1,2
459833,Male,Yes,70,Yes,Executive,1,High,2,1,2
462886,Male,Yes,70,No,Doctor,1,High,2,1,3
465998,Female,No,40,Yes,Engineer,6,Low,3,1,3
466942,Female,No,29,Yes,Healthcare,1,Low,4,1,3
466310,Female,Yes,40,Yes,Engineer,0,Average,2,1,1
467617,Male,Yes,82,Yes,Lawyer,1,Low,1,1,0
459975,Female,No,38,Yes,Artist,7,Low,1,1,1
464386,Male,Yes,39,Yes,Doctor,0,Average,3,1,1
462005,Male,Yes,39,Yes,Artist,0,Average,2,5,2
465859,Male,No,47,Yes,Artist,0,Low,1,1,0
464394,Male,Yes,75,Yes,Lawyer,0,High,2,1,0
466120,Female,Yes,37,No,Marketing,0,Low,4,1,3
460964,Male,Yes,84,No,Lawyer,1,High,2,1,0
461975,Female,No,42,Yes,Entertainment,6,Low,2,1,0
462172,Male,Yes,39,Yes,Doctor,0,Average,2,4,3
464563,Male,Yes,42,Yes,Artist,0,Average,2,1,1
464945,Female,Yes,40,Yes,Artist,1,Average,2,0,0
463688,Female,No,52,Yes,Doctor,1,Low,1,0,1
461750,Male,No,52,No,Artist,5,Low,1,1,1
464400,Male,No,31,Yes,Entertainment,0,Low,4,1,3
463052,Male,Yes,37,Yes,Marketing,1,Low,2,1,3
461372,Male,No,27,Yes,Artist,3,Low,1,5,0
463367,Female,No,35,Yes,Engineer,4,Low,4,5,2
467926,Male,Yes,79,Yes,Artist,0,High,2,1,2
461483,Female,No,28,Yes,Doctor,1,Low,4,1,2
467355,Male,No,31,No,Healthcare,0,Low,4,1,3
466416,Male,Yes,88,No,Executive,0,High,3,1,3
460330,Female,No,51,Yes,Entertainment,4,Low,1,1,0
466789,Female,Yes,53,Yes,Artist,0,Average,2,3,1
466679,Female,No,43,Yes,Artist,8,Low,2,1,1
459362,Male,Yes,55,No,Executive,0,Low,2,1,0
466128,Male,No,35,Yes,Artist,4,Low,2,1,0
462474,Female,Yes,25,No,Engineer,1,Average,2,0,0
459782,Male,Yes,58,Yes,Artist,6,Average,4,1,2
463113,Female,No,32,Yes,Doctor,1,Low,6,1,3
466683,Female,Yes,49,No,Artist,1,Average,4,3,2
462103,Female,Yes,53,No,Entertainment,9,High,2,1,0
459227,Female,Yes,31,No,Engineer,9,Low,4,1,0
467761,Male,No,39,Yes,Artist,1,Low,2,1,1
459163,Male,No,42,Yes,Entertainment,1,Low,1,1,0
462455,Male,No,20,No,Healthcare,1,Low,5,5,3
460178,Male,Yes,50,Yes,Entertainment,1,Low,2,1,0
462803,Male,No,26,No,Doctor,0,Low,6,5,1
460427,Male,Yes,46,Yes,Artist,1,Average,3,1,2
466343,Male,No,30,Yes,Doctor,0,Low,2,3,0
461583,Female,Yes,60,Yes,Doctor,6,Average,2,1,2
466461,Male,Yes,84,No,Lawyer,0,Low,1,1,3
462740,Male,Yes,63,Yes,Artist,6,Low,1,1,1
461355,Female,No,38,Yes,Healthcare,0,Low,2,1,3
465009,Male,Yes,51,Yes,Entertainment,0,Average,4,1,2
467658,Male,No,20,No,Healthcare,0,Low,4,3,3
462837,Female,No,25,No,Healthcare,14,Low,3,1,3
463907,Female,No,33,Yes,Doctor,0,Low,5,1,3
462728,Female,No,31,No,Engineer,0,Low,1,1,3
461175,Male,Yes,57,Yes,Healthcare,1,Low,3,1,1
464872,Male,Yes,42,Yes,Artist,1,Low,4,0,1
460830,Male,Yes,40,No,Entertainment,2,Average,5,5,1
459741,Male,Yes,66,No,Lawyer,0,High,3,1,1
461154,Male,No,21,No,Homemaker,0,Low,4,3,0
464990,Male,Yes,73,No,Executive,1,High,2,1,1
467886,Female,Yes,46,Yes,Artist,0,Low,2,1,2
459201,Female,Yes,66,Yes,Artist,0,Average,2,1,2
463357,Male,Yes,27,Yes,Doctor,0,Average,2,6,3
462380,Female,Yes,53,No,Artist,1,High,4,1,0
459884,Male,Yes,80,No,Lawyer,8,Low,1,1,3
461651,Female,Yes,63,Yes,Artist,1,Average,3,1,2
465336,Female,No,41,Yes,Doctor,9,Low,1,0,0
461338,Male,Yes,43,Yes,Artist,1,Average,4,1,2
460485,Female,No,18,No,Marketing,9,Low,5,3,1
467901,Female,No,33,Yes,Entertainment,1,Low,4,1,1
463713,Male,No,30,No,Engineer,9,Low,3,0,3
464278,Male,Yes,85,Yes,Executive,1,High,2,1,3
459595,Female,Yes,36,Yes,Artist,4,High,7,1,2
461419,Male,Yes,27,No,Entertainment,3,Average,2,1,1
465767,Male,No,28,No,Healthcare,0,Low,5,0,1
460598,Female,Yes,35,Yes,Doctor,0,Average,3,3,0
460714,Male,No,26,Yes,Entertainment,1,Low,3,1,3
461584,Female,Yes,56,Yes,Artist,1,High,4,5,1
462066,Female,No,26,Yes,Artist,13,Low,2,1,1
463369,Male,Yes,31,Yes,Entertainment,4,Low,2,1,1
466586,Male,No,21,No,Healthcare,0,Low,2,1,3
464649,Male,Yes,39,No,Entertainment,1,Average,4,0,0
463209,Female,No,51,Yes,Artist,0,Low,1,1,2
466298,Male,Yes,45,No,Doctor,0,Low,4,0,0
463904,Male,Yes,77,Yes,Executive,1,Low,1,1,3
462208,Female,Yes,33,No,Engineer,7,Average,5,0,1
461755,Male,No,29,No,Artist,1,Low,3,5,0
466872,Male,Yes,43,Yes,Artist,1,Low,2,3,1
467104,Female,No,18,No,Healthcare,1,Low,3,1,3
463476,Male,Yes,53,Yes,Artist,3,Average,3,1,1
463953,Male,Yes,28,Yes,Entertainment,3,Average,3,2,1
462202,Female,No,43,Yes,Entertainment,1,Low,4,0,0
467830,Male,No,31,Yes,Entertainment,1,Low,3,1,3
461770,Male,Yes,65,Yes,Artist,1,Low,2,1,0
466525,Male,Yes,33,Yes,Artist,0,Average,2,1,1
462349,Male,Yes,49,Yes,Artist,0,Average,6,1,2
463964,Male,No,33,No,Healthcare,1,Low,4,1,2
459353,Male,Yes,53,Yes,Artist,6,Average,2,1,2
459709,Female,Yes,47,Yes,Artist,7,Average,4,1,2
461858,Male,No,31,No,Entertainment,1,Low,7,0,3
460450,Male,Yes,52,Yes,Executive,1,High,4,0,1
460780,Female,No,30,Yes,Healthcare,1,Low,2,3,0
465105,Male,Yes,69,No,Executive,9,Average,2,1,1
460445,Male,No,29,Yes,Engineer,0,Low,4,3,3
462961,Female,Yes,56,No,Engineer,1,Average,5,1,1
463932,Female,Yes,72,Yes,Artist,1,Average,3,1,1
465651,Male,No,30,No,Engineer,1,Low,4,1,3
463721,Female,No,31,Yes,Healthcare,1,Low,4,5,1
467369,Male,No,41,Yes,Artist,2,Low,3,1,0
461361,Female,No,31,Yes,Healthcare,9,Low,7,6,3
464793,Female,Yes,26,No,Marketing,7,High,3,0,0
459006,Male,No,20,No,Healthcare,1,Low,4,1,3
460204,Male,Yes,41,Yes,Artist,4,Low,4,1,0
466762,Male,Yes,63,Yes,Homemaker,1,Low,3,1,1
464318,Male,Yes,88,Yes,Executive,1,Low,1,1,3
465416,Male,Yes,55,No,Engineer,1,High,4,1,0
462117,Male,No,32,Yes,Entertainment,1,Low,2,1,3
460710,Female,Yes,38,Yes,Artist,0,Average,3,1,0
460098,Female,Yes,62,Yes,Engineer,1,Low,1,3,1
465787,Male,No,18,No,Healthcare,1,Low,5,0,3
463365,Male,Yes,67,No,Executive,1,High,2,1,3
464042,Female,Yes,42,Yes,Artist,9,Low,2,1,1
467627,Female,No,45,Yes,Engineer,0,Low,1,1,0
464720,Male,Yes,46,No,Doctor,0,Average,3,0,3
461123,Male,No,20,No,Healthcare,2,Low,4,0,3
465413,Female,Yes,41,Yes,Engineer,0,High,3,1,0
465126,Female,Yes,35,No,Engineer,7,Average,4,0,0
465950,Female,Yes,52,Yes,Artist,6,Low,2,1,0
466734,Female,Yes,63,Yes,Artist,1,Average,4,1,1
466222,Male,Yes,51,No,Executive,5,Low,3,5,2
466142,Female,Yes,29,Yes,Entertainment,0,Average,2,1,0
467888,Male,No,27,No,Doctor,0,Low,4,1,1
461992,Female,No,37,Yes,Doctor,1,Low,1,0,0
459973,Female,No,50,Yes,Artist,0,Low,2,1,0
460695,Male,Yes,74,Yes,Lawyer,1,Low,1,1,0
464260,Female,Yes,72,Yes,Artist,3,Average,3,1,2
464140,Female,Yes,83,Yes,Lawyer,1,High,2,1,1
465606,Male,Yes,37,Yes,Engineer,1,Average,3,3,0
459050,Female,No,19,No,Healthcare,0,Low,3,1,3
462330,Female,No,30,No,Artist,1,Low,1,1,1
459940,Female,No,46,Yes,Engineer,1,Low,2,4,1
466352,Female,Yes,65,Yes,Doctor,1,Low,2,1,1
463558,Female,Yes,88,Yes,Lawyer,1,Average,2,1,2
460049,Male,Yes,43,Yes,Entertainment,0,Average,2,6,0
464148,Male,Yes,50,Yes,Executive,9,High,3,5,2
465503,Male,No,35,Yes,Artist,8,Low,2,1,3
465082,Male,Yes,67,Yes,Lawyer,0,Low,1,3,0
459832,Male,Yes,66,Yes,Executive,0,Low,1,1,1
464609,Female,No,39,Yes,Artist,3,Low,2,1,2
466864,Female,No,32,No,Homemaker,8,Low,1,1,3
461458,Female,No,40,Yes,Artist,6,Low,1,1,1
459218,Male,Yes,88,Yes,Lawyer,0,High,3,1,2
462860,Male,No,30,Yes,Healthcare,8,Low,5,1,3
462033,Male,No,32,Yes,Entertainment,1,Low,1,1,0
467695,Male,Yes,43,No,Marketing,1,Low,2,2,3
463090,Female,Yes,55,No,Engineer,3,Average,2,1,1
459219,Female,Yes,47,Yes,Artist,0,Average,3,1,2
466359,Male,No,22,No,Healthcare,0,Low,4,1,3
466088,Female,No,31,No,Healthcare,0,Low,7,1,1
462822,Male,No,19,No,Healthcare,0,Low,4,1,3
459076,Male,Yes,69,No,Doctor,0,Average,2,1,2
463879,Male,Yes,45,Yes,Executive,0,High,2,1,2
462827,Female,No,22,No,Doctor,1,Low,3,3,0
461500,Female,No,26,Yes,Doctor,0,Low,3,1,1
461553,Male,No,39,Yes,Artist,1,Low,3,2,0
467912,Male,Yes,61,Yes,Entertainment,1,Low,2,6,0
465029,Female,Yes,74,No,Lawyer,1,High,2,1,2
460062,Male,No,29,Yes,Artist,4,Low,1,3,3
462863,Male,No,29,Yes,Homemaker,5,Low,1,1,3
460465,Male,No,36,No,Executive,0,Low,3,1,3
460335,Female,No,63,Yes,Doctor,0,Low,2,1,1
466067,Male,Yes,69,Yes,Artist,0,Average,5,3,2
459807,Male,Yes,81,Yes,Lawyer,1,Low,1,1,0
463364,Female,Yes,71,No,Lawyer,1,High,2,1,1
463599,Female,No,31,No,Healthcare,10,Low,2,3,2
462949,Male,Yes,35,No,Homemaker,1,Average,3,1,1
460275,Female,No,52,Yes,Artist,6,Low,1,1,0
462416,Male,Yes,45,No,Artist,0,Low,2,0,1
460846,Female,No,19,No,Marketing,1,Low,4,1,3
459542,Male,No,23,No,Healthcare,2,Low,5,1,3
459080,Male,Yes,77,No,Lawyer,0,Low,2,1,3
463106,Female,Yes,84,Yes,Lawyer,0,Low,1,1,1
464728,Male,Yes,47,No,Entertainment,1,High,4,0,3
466474,Male,No,29,Yes,Entertainment,6,Low,3,1,0
461711,Female,No,35,Yes,Artist,8,Low,3,5,0
460347,Male,Yes,40,Yes,Artist,14,Low,2,1,2
467689,Male,No,35,No,Healthcare,1,Low,1,1,3
460260,Male,No,20,No,Healthcare,0,Low,3,5,3
466344,Male,No,43,Yes,Entertainment,0,Low,2,5,0
466437,Male,Yes,56,No,Executive,0,Low,1,1,3
460423,Female,Yes,53,Yes,Artist,3,Low,1,2,0
459590,Male,Yes,22,No,Executive,1,High,3,1,3
464668,Male,Yes,32,No,Healthcare,1,High,4,0,3
463049,Male,Yes,51,No,Executive,2,High,5,1,0
462407,Male,Yes,37,No,Doctor,2,Average,4,1,0
459450,Male,Yes,55,Yes,Artist,4,Average,4,1,0
463255,Male,No,42,Yes,Entertainment,3,Low,2,1,0
462574,Male,No,20,No,Healthcare,1,Low,5,0,3
465761,Female,No,42,Yes,Artist,12,Low,2,0,0
467728,Female,Yes,38,No,Engineer,1,High,5,1,1
465841,Female,No,52,Yes,Engineer,3,Low,1,1,0
460117,Female,Yes,48,Yes,Marketing,9,Low,1,1,3
466619,Male,Yes,37,Yes,Entertainment,5,Average,2,1,2
461722,Male,No,27,No,Doctor,1,Low,3,1,1
460898,Male,Yes,48,No,Artist,3,Average,4,1,1
463627,Female,No,25,Yes,Marketing,5,Low,2,0,3
460403,Female,No,56,Yes,Doctor,3,Low,1,1,0
459818,Female,Yes,68,No,Lawyer,1,Low,1,1,3
463732,Male,No,21,No,Healthcare,0,Low,4,1,3
467112,Male,No,43,Yes,Artist,1,Low,2,5,1
459902,Male,Yes,52,Yes,Lawyer,8,High,2,1,2
463233,Male,Yes,50,No,Executive,0,Average,5,1,1
467721,Male,No,41,Yes,Entertainment,0,Low,1,0,3
465915,Male,Yes,40,Yes,Entertainment,8,Average,2,1,1
464506,Male,No,32,Yes,Healthcare,8,Low,2,0,3
460624,Male,Yes,57,Yes,Homemaker,5,High,2,1,0
462020,Female,No,25,Yes,Artist,13,Low,2,1,2
464320,Male,Yes,74,No,Lawyer,0,High,2,1,0
461561,Female,Yes,46,Yes,Artist,0,Average,2,1,2
465953,Female,No,50,Yes,Artist,1,Low,1,1,3
463309,Male,Yes,50,Yes,Artist,0,Average,2,3,1
459134,Female,Yes,69,Yes,Lawyer,0,High,2,1,2
464195,Male,No,29,Yes,Artist,0,Low,1,1,0
466504,Male,Yes,38,No,Executive,9,High,5,1,1
466792,Female,Yes,82,No,Lawyer,0,Low,1,1,0
463837,Female,Yes,50,No,Engineer,0,Low,3,2,1
465384,Male,Yes,56,Yes,Artist,0,High,2,1,1
462050,Male,No,19,No,Healthcare,4,Low,3,5,3
465268,Male,Yes,29,No,Executive,12,Low,3,1,1
461370,Male,No,26,Yes,Doctor,1,Low,3,1,3
464225,Female,No,31,No,Doctor,1,Low,5,3,2
466665,Male,Yes,42,Yes,Artist,0,Average,2,1,0
462290,Female,No,33,Yes,Doctor,1,Low,1,1,1
459326,Male,Yes,35,No,Healthcare,1,Low,5,1,3
464926,Female,Yes,46,No,Engineer,0,High,3,0,0
460343,Female,No,67,Yes,Artist,0,Low,2,1,1
463626,Female,No,35,No,Artist,7,Low,2,1,3
464266,Male,No,28,No,Doctor,8,Low,3,1,0
464491,Female,No,43,No,Doctor,8,Low,1,0,3
463440,Female,Yes,73,Yes,Artist,0,Average,3,4,2
463602,Female,No,21,No,Healthcare,8,Low,4,1,3
464706,Female,No,32,No,Doctor,1,Low,3,0,3
460313,Male,No,32,Yes,Artist,13,Low,3,1,0
465497,Male,No,25,No,Homemaker,14,Low,3,6,0
465846,Female,No,40,Yes,Artist,5,Low,1,1,0
463374,Female,No,19,No,Healthcare,0,Low,3,1,3
462704,Male,Yes,48,Yes,Executive,5,High,5,1,1
462160,Female,No,36,Yes,Artist,3,Low,3,1,2
461365,Male,No,27,No,Healthcare,1,Low,3,1,3
464205,Female,Yes,82,No,Entertainment,0,High,2,1,1
459294,Male,No,23,No,Healthcare,9,Low,4,1,3
460318,Male,No,30,Yes,Entertainment,14,Low,3,1,3
467967,Male,No,30,Yes,Entertainment,8,Low,4,1,0
461797,Male,No,30,Yes,Healthcare,1,Low,3,1,3
462980,Male,No,28,Yes,Entertainment,1,Low,5,1,2
462361,Male,Yes,60,Yes,Artist,0,Low,2,0,0
461855,Female,Yes,52,Yes,Artist,1,Average,2,1,2
467522,Female,No,19,No,Healthcare,0,Low,2,1,3
463327,Male,Yes,40,No,Executive,1,Low,5,6,3
459824,Male,No,38,Yes,Entertainment,8,Low,1,1,3
461051,Female,Yes,71,Yes,Entertainment,1,Average,2,1,1
461142,Female,No,40,Yes,Engineer,1,Low,3,3,1
461521,Male,Yes,68,Yes,Artist,0,High,2,1,1
467792,Male,No,21,No,Healthcare,0,Low,4,1,3
464654,Female,Yes,39,No,Engineer,1,Average,4,0,1
459111,Male,Yes,41,Yes,Executive,0,Low,4,1,1
466473,Female,No,22,No,Healthcare,0,Low,3,5,3
460046,Female,Yes,49,Yes,Artist,3,Low,2,1,1
466698,Female,Yes,26,Yes,Healthcare,8,Low,2,3,3
459927,Female,No,27,No,Engineer,0,Low,2,3,3
467057,Female,No,50,No,Entertainment,8,Low,2,1,0
466052,Female,Yes,37,Yes,Homemaker,5,Low,2,0,3
464210,Male,No,43,Yes,Marketing,0,Low,2,1,0
465873,Male,No,35,Yes,Entertainment,13,Low,1,1,3
459802,Female,Yes,50,Yes,Artist,1,Low,1,1,2
464817,Male,No,31,Yes,Artist,7,Low,1,0,0
460845,Female,No,20,No,Healthcare,0,Low,2,1,3
459072,Male,Yes,66,Yes,Entertainment,1,Average,2,1,2
465694,Male,Yes,37,Yes,Healthcare,1,Average,2,0,0
466381,Male,Yes,52,Yes,Artist,2,Average,2,1,2
460947,Male,Yes,45,Yes,Executive,7,High,5,1,2
467338,Female,No,27,Yes,Healthcare,2,Low,6,1,3
467189,Female,Yes,46,Yes,Artist,1,High,4,1,2
466456,Female,Yes,43,No,Doctor,9,Low,1,5,0
463805,Female,No,32,No,Doctor,8,Low,6,1,2
462427,Male,Yes,87,Yes,Lawyer,9,Low,4,1,2
466906,Male,No,59,Yes,Artist,1,Low,2,1,1
461842,Male,Yes,63,Yes,Artist,1,Average,3,1,2
462400,Male,No,47,Yes,Artist,0,Low,1,1,1
466598,Female,Yes,45,Yes,Artist,9,Low,2,1,2
466940,Male,Yes,79,No,Lawyer,0,Low,1,1,3
461754,Male,Yes,65,No,Entertainment,1,High,2,1,1
461376,Female,No,38,Yes,Healthcare,0,Low,2,1,1
462025,Male,No,20,No,Healthcare,2,Low,3,0,3
465720,Female,Yes,36,Yes,Artist,1,Low,2,1,2
466354,Male,No,22,No,Healthcare,0,Low,4,1,3
463857,Male,Yes,56,No,Healthcare,0,High,4,2,1
465849,Female,No,32,Yes,Doctor,5,Low,3,0,0
464100,Female,No,33,Yes,Healthcare,1,Low,1,1,3
461444,Female,Yes,68,Yes,Artist,1,High,2,1,2
464711,Female,Yes,38,Yes,Artist,7,Average,3,4,1
465349,Female,Yes,49,Yes,Artist,0,High,4,1,2
463407,Female,No,33,No,Doctor,0,Low,1,3,3
466632,Female,Yes,57,Yes,Artist,1,High,2,1,2
464641,Female,Yes,65,Yes,Lawyer,2,Low,6,4,3
462154,Male,Yes,36,Yes,Entertainment,0,Average,2,1,2
464754,Female,Yes,43,No,Engineer,4,Average,7,0,0
460167,Female,No,18,No,Entertainment,1,Low,5,5,2
461987,Female,Yes,43,No,Engineer,1,Average,2,1,1
463259,Male,Yes,75,Yes,Lawyer,0,Low,1,1,0
461628,Male,Yes,39,Yes,Healthcare,11,Average,2,1,1
459126,Male,Yes,61,Yes,Artist,2,Low,2,1,1
465143,Male,No,26,Yes,Engineer,0,Low,5,0,2
460860,Male,Yes,52,Yes,Artist,7,Average,4,1,1
467629,Male,Yes,50,Yes,Artist,1,Low,1,1,1
461720,Female,No,51,Yes,Artist,1,Low,1,0,1
460086,Male,Yes,50,No,Artist,1,Average,3,1,2
465832,Male,Yes,53,Yes,Executive,9,High,5,0,1
467070,Male,Yes,40,No,Executive,5,Low,4,1,3
463541,Female,No,26,No,Healthcare,0,Low,3,6,1
462431,Male,No,32,No,Entertainment,9,Low,4,1,0
461387,Female,No,22,No,Healthcare,5,Low,3,5,3
461693,Female,Yes,36,Yes,Artist,1,Average,4,1,1
466010,Female,Yes,69,No,Doctor,0,Low,1,3,0
465674,Female,No,39,Yes,Entertainment,1,Low,2,0,0
459405,Female,Yes,81,No,Doctor,0,High,2,1,0
465989,Female,No,28,No,Healthcare,9,Low,2,1,3
465598,Male,No,28,Yes,Healthcare,6,Low,5,5,3
466093,Male,No,52,Yes,Entertainment,1,Low,5,0,1
462773,Female,Yes,40,Yes,Artist,4,Average,5,1,1
465763,Female,Yes,37,No,Artist,0,Average,2,0,3
462958,Male,No,26,No,Marketing,1,Low,5,1,3
467056,Female,No,31,No,Homemaker,8,Low,1,1,0
461990,Female,Yes,68,Yes,Lawyer,0,Low,2,1,2
464480,Male,Yes,42,Yes,Artist,1,Average,3,1,2
461318,Female,Yes,56,Yes,Artist,1,Average,6,6,2
467398,Male,Yes,37,No,Entertainment,1,Low,2,1,0
464222,Male,Yes,58,Yes,Artist,1,Low,1,1,3
465427,Male,No,33,Yes,Artist,7,Low,1,1,0
460652,Female,No,31,No,Homemaker,8,Low,1,0,3
463642,Female,No,27,Yes,Healthcare,0,Low,3,5,1
462672,Male,No,25,No,Healthcare,7,Low,4,0,3
466112,Male,Yes,51,Yes,Entertainment,1,Average,2,1,1
459831,Male,Yes,37,No,Engineer,8,Average,3,0,3
463027,Male,Yes,69,Yes,Executive,1,Average,4,1,1
462467,Female,Yes,45,No,Doctor,1,Low,1,1,0
461469,Male,Yes,38,Yes,Artist,0,Low,2,1,2
467051,Female,No,19,No,Healthcare,0,Low,4,1,3
465928,Female,No,32,Yes,Healthcare,6,Low,3,1,3
462491,Male,No,31,Yes,Artist,1,Low,5,1,2
460642,Male,No,19,No,Healthcare,13,Low,3,3,3
460988,Male,Yes,41,Yes,Entertainment,0,Average,3,0,2
461108,Male,No,21,No,Healthcare,1,Low,4,3,3
463329,Male,No,23,No,Healthcare,0,Low,6,3,3
466153,Male,Yes,65,No,Entertainment,0,Average,2,1,2
467027,Male,No,31,No,Executive,4,Low,5,4,3
466710,Female,Yes,73,No,Artist,1,High,2,1,2
465616,Male,Yes,42,Yes,Doctor,9,Low,2,1,2
463173,Male,No,47,Yes,Artist,0,Low,1,3,1
465779,Female,No,19,No,Healthcare,0,Low,5,5,3
465826,Male,Yes,45,No,Executive,3,Low,9,0,3
463575,Female,No,28,Yes,Entertainment,0,Low,3,1,3
466075,Female,Yes,50,Yes,Engineer,1,Average,4,0,1
461723,Male,No,26,Yes,Healthcare,8,Low,2,1,2
460783,Male,Yes,82,Yes,Lawyer,0,Low,1,1,1
465962,Male,Yes,33,Yes,Healthcare,0,Low,2,2,0
462781,Male,No,50,No,Marketing,1,Low,2,2,2
466020,Male,Yes,83,No,Lawyer,0,Low,1,1,3
461502,Female,No,37,Yes,Artist,9,Low,1,1,1
463280,Male,Yes,37,Yes,Artist,6,Average,2,3,0
466936,Male,Yes,55,No,Lawyer,1,High,3,1,2
460552,Male,Yes,61,Yes,Artist,0,Low,2,3,2
459345,Female,Yes,39,Yes,Artist,3,Low,1,1,1
464256,Male,Yes,40,Yes,Artist,0,Low,2,1,2
467097,Male,Yes,55,Yes,Artist,2,Low,1,1,1
462571,Male,Yes,50,Yes,Healthcare,1,Average,1,1,3
463765,Male,No,26,Yes,Doctor,13,Low,3,1,3
460152,Female,No,53,Yes,Artist,1,Low,1,1,2
459587,Female,No,32,Yes,Artist,7,Low,3,1,0
460995,Female,No,31,Yes,Marketing,0,Low,1,1,3
465426,Male,No,30,No,Healthcare,0,Low,4,1,1
461452,Female,No,31,Yes,Doctor,0,Low,4,3,0
460797,Male,Yes,47,Yes,Artist,4,Low,1,3,0
466618,Male,Yes,49,Yes,Artist,3,Average,2,1,2
462168,Male,Yes,37,Yes,Executive,1,High,3,1,1
465338,Male,Yes,47,Yes,Artist,13,Average,4,1,2
463501,Male,Yes,52,Yes,Executive,0,High,2,1,2
459726,Male,Yes,79,No,Lawyer,0,High,2,1,1
463516,Male,Yes,47,No,Executive,1,High,6,1,2
463359,Male,No,23,No,Healthcare,1,Low,4,1,3
463488,Female,No,29,No,Engineer,9,Low,4,0,0
465872,Female,No,33,Yes,Engineer,10,Low,1,1,0
460588,Male,No,21,No,Healthcare,0,Low,4,3,3
460236,Male,No,18,No,Healthcare,8,Low,4,1,3
460802,Male,Yes,70,Yes,Lawyer,0,High,2,1,2
459467,Female,Yes,56,Yes,Artist,0,Average,2,1,2
466953,Male,Yes,42,Yes,Artist,2,Average,2,1,1
459086,Female,No,28,No,Healthcare,1,Low,2,1,1
460827,Male,Yes,81,Yes,Lawyer,9,Low,1,1,3
464272,Male,No,30,Yes,Artist,9,Low,2,1,0
461063,Male,Yes,53,No,Lawyer,0,Low,2,1,3
467302,Male,No,26,Yes,Executive,9,Low,4,1,3
461935,Male,Yes,51,Yes,Artist,1,Low,3,1,2
459089,Male,No,19,No,Artist,9,Low,7,2,1
462365,Male,Yes,75,Yes,Lawyer,0,High,2,1,1
459628,Female,Yes,51,Yes,Engineer,0,Low,1,1,0
467332,Female,Yes,70,Yes,Homemaker,3,Low,2,1,1
460443,Female,No,38,Yes,Doctor,0,Low,1,1,0
462195,Female,No,21,No,Healthcare,0,Low,4,0,3
466228,Male,Yes,80,No,Lawyer,0,Low,1,0,1
467589,Male,No,33,No,Entertainment,1,Low,1,1,3
466107,Male,Yes,48,Yes,Entertainment,1,Average,6,1,2
466452,Female,No,33,Yes,Engineer,0,Low,3,4,3
467074,Female,No,31,No,Healthcare,1,Low,4,1,2
464233,Female,Yes,48,Yes,Artist,1,Average,2,1,2
462225,Male,Yes,49,No,Engineer,1,Average,8,0,3
465970,Female,Yes,38,No,Artist,1,Low,1,1,1
460094,Female,No,39,Yes,Artist,0,Low,1,3,0
467428,Female,Yes,46,Yes,Entertainment,2,Average,2,1,1
465623,Male,Yes,41,Yes,Artist,8,Average,2,1,2
467516,Female,Yes,31,No,Artist,0,High,3,0,0
462975,Male,Yes,37,Yes,Entertainment,8,Average,2,1,2
462389,Female,Yes,58,No,Engineer,1,Low,1,1,1
461556,Female,Yes,49,Yes,Engineer,1,Average,2,1,0
465964,Female,Yes,47,No,Marketing,2,Low,1,1,3
460724,Male,No,30,Yes,Healthcare,1,Low,4,1,3
466787,Female,Yes,33,Yes,Doctor,0,Low,2,1,0
467256,Male,No,33,No,Healthcare,0,Low,4,5,1
466742,Male,Yes,45,No,Doctor,8,Low,2,3,0
466017,Female,Yes,45,Yes,Homemaker,1,Low,1,3,1
459679,Female,No,21,No,Entertainment,1,Low,4,1,3
465930,Female,No,36,Yes,Artist,9,Low,2,1,0
460175,Female,No,28,No,Artist,0,Low,5,5,2
466725,Female,Yes,89,No,Lawyer,0,High,2,1,0
465095,Male,Yes,48,Yes,Executive,1,High,4,1,2
465452,Male,Yes,47,No,Entertainment,0,High,5,1,2
463213,Female,No,18,No,Healthcare,3,Low,4,1,3
467653,Male,Yes,58,Yes,Lawyer,2,High,2,1,2
463218,Male,Yes,42,No,Entertainment,9,Average,3,1,0
461289,Male,No,22,No,Healthcare,0,Low,3,1,3
459983,Female,Yes,50,Yes,Artist,2,Low,1,1,1
462363,Male,Yes,73,No,Executive,0,High,2,1,3
461509,Male,Yes,40,Yes,Artist,1,Average,3,1,1
464064,Female,Yes,39,No,Doctor,0,Low,2,1,1
460545,Male,Yes,83,No,Lawyer,0,High,3,3,3
459303,Male,Yes,55,Yes,Artist,0,Low,1,1,1
462635,Male,Yes,42,No,Engineer,5,Average,4,0,0
464456,Male,Yes,27,Yes,Artist,1,Low,4,1,2
465106,Male,Yes,53,Yes,Executive,1,High,2,1,2
